scenario_id,scenario_name,run_id,timestep_index,timestamp_seconds,total_occupancy,occupancy_zone_1,occupancy_zone_2,occupancy_zone_3,occupancy_zone_4,cpu_util_comp_1,gpu_util_comp_1,workload_cat_comp_1,heat_w_comp_1,thermal_contrib_comp_1,status_comp_1,cpu_util_comp_2,gpu_util_comp_2,workload_cat_comp_2,heat_w_comp_2,thermal_contrib_comp_2,status_comp_2,cpu_util_comp_3,gpu_util_comp_3,workload_cat_comp_3,heat_w_comp_3,thermal_contrib_comp_3,status_comp_3,cpu_util_comp_4,gpu_util_comp_4,workload_cat_comp_4,heat_w_comp_4,thermal_contrib_comp_4,status_comp_4,cpu_util_comp_5,gpu_util_comp_5,workload_cat_comp_5,heat_w_comp_5,thermal_contrib_comp_5,status_comp_5,cpu_util_comp_6,gpu_util_comp_6,workload_cat_comp_6,heat_w_comp_6,thermal_contrib_comp_6,status_comp_6,cpu_util_comp_7,gpu_util_comp_7,workload_cat_comp_7,heat_w_comp_7,thermal_contrib_comp_7,status_comp_7,cpu_util_comp_8,gpu_util_comp_8,workload_cat_comp_8,heat_w_comp_8,thermal_contrib_comp_8,status_comp_8,cpu_util_comp_9,gpu_util_comp_9,workload_cat_comp_9,heat_w_comp_9,thermal_contrib_comp_9,status_comp_9,cpu_util_comp_10,gpu_util_comp_10,workload_cat_comp_10,heat_w_comp_10,thermal_contrib_comp_10,status_comp_10,outdoor_temperature_c,relative_humidity_percent,solar_irradiance_w_m2,cooling_level_ac1,setpoint_ac1,state_ac1,cooling_level_ac2,setpoint_ac2,state_ac2,cooling_level_ac3,setpoint_ac3,state_ac3,cooling_level_ac4,setpoint_ac4,state_ac4,zone_1_temperature_c,zone_2_temperature_c,zone_3_temperature_c,zone_4_temperature_c,room_average_temperature_c,max_zone_temperature_c,min_zone_temperature_c,temperature_gradient_c,comp_heat_zone_1_w,comp_heat_zone_2_w,comp_heat_zone_3_w,comp_heat_zone_4_w,occ_heat_zone_1_w,occ_heat_zone_2_w,occ_heat_zone_3_w,occ_heat_zone_4_w,env_heat_zone_1_w,env_heat_zone_2_w,env_heat_zone_3_w,env_heat_zone_4_w,interzone_heat_zone_1_w,interzone_heat_zone_2_w,interzone_heat_zone_3_w,interzone_heat_zone_4_w,hvac_cooling_zone_1_w,hvac_cooling_zone_2_w,hvac_cooling_zone_3_w,hvac_cooling_zone_4_w,net_heat_zone_1_w,net_heat_zone_2_w,net_heat_zone_3_w,net_heat_zone_4_w,total_computational_heat_w,total_occupancy_heat_w,total_envelope_heat_w,total_hvac_cooling_w,total_net_heat_w,optimal_cooling_ac1,optimal_cooling_ac2,optimal_cooling_ac3,optimal_cooling_ac4,optimal_temperature_c,optimal_hvac_action,target_objective_cost
4,High Occupancy / Low Computer Load,0,362,3620.0,34,8,9,9,8,9.62,1.7,IDLE,59.57,LOW,IDLE,8.52,1.34,IDLE,57.66,LOW,IDLE,10.87,2.63,LIGHT,62.53,LOW,RUNNING,9.83,2.1,IDLE,60.44,LOW,IDLE,8.99,1.4,IDLE,58.34,LOW,IDLE,12.2,2.91,LIGHT,64.61,LOW,RUNNING,10.22,1.91,LIGHT,60.64,LOW,RUNNING,8.5,1.37,IDLE,57.68,LOW,IDLE,7.74,1.04,IDLE,56.23,LOW,IDLE,11.72,3.07,LIGHT,64.26,LOW,RUNNING,28.01,58.0,210.3,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.478,23.625,23.689,23.306,23.524,23.689,23.306,0.383,240.2,122.95,118.32,120.49,680.0,765.0,765.0,680.0,176.41,225.83,277.02,232.68,0.42,-13.92,-52.34,65.84,875.0,875.0,875.0,875.0,222.03,224.86,233.0,224.01,601.96,2890.0,911.94,3500.0,903.9,1.0,1.0,1.0,0.622,22.5,TARGETED_EAST_OCCUPANCY_COOL,3.6567
4,High Occupancy / Low Computer Load,0,363,3630.0,34,8,9,9,8,9.55,1.71,IDLE,59.5,LOW,IDLE,8.58,1.41,IDLE,57.84,LOW,IDLE,10.99,2.69,LIGHT,62.77,LOW,RUNNING,9.92,2.1,IDLE,60.55,LOW,IDLE,8.96,1.33,IDLE,58.2,LOW,IDLE,12.08,2.85,LIGHT,64.38,LOW,RUNNING,10.13,1.9,LIGHT,60.51,LOW,RUNNING,8.52,1.43,IDLE,57.8,LOW,IDLE,7.85,1.12,IDLE,56.49,LOW,IDLE,11.82,3.1,LIGHT,64.42,LOW,RUNNING,28.01,58.0,210.4,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.483,23.63,23.694,23.311,23.529,23.694,23.311,0.383,240.66,122.58,118.31,120.91,680.0,765.0,765.0,680.0,176.34,225.78,277.0,232.64,0.41,-13.91,-52.33,65.83,875.0,875.0,875.0,875.0,222.41,224.45,232.98,224.38,602.46,2890.0,911.76,3500.0,904.22,1.0,1.0,1.0,0.627,22.5,TARGETED_EAST_OCCUPANCY_COOL,3.6876
4,High Occupancy / Low Computer Load,0,364,3640.0,34,8,9,9,8,9.51,1.74,IDLE,59.5,LOW,IDLE,8.65,1.48,IDLE,58.03,LOW,IDLE,11.12,2.74,LIGHT,63.01,LOW,RUNNING,9.97,2.08,IDLE,60.58,LOW,IDLE,8.89,1.26,IDLE,58.0,LOW,IDLE,11.95,2.79,LIGHT,64.12,LOW,RUNNING,10.06,1.91,LIGHT,60.44,LOW,RUNNING,8.57,1.5,IDLE,57.96,LOW,IDLE,7.98,1.18,IDLE,56.75,LOW,IDLE,11.91,3.1,LIGHT,64.54,LOW,RUNNING,28.01,58.0,210.6,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.488,23.635,23.699,23.316,23.535,23.699,23.316,0.383,241.12,122.12,118.4,121.29,680.0,765.0,765.0,680.0,176.3,225.79,277.06,232.65,0.41,-13.91,-52.33,65.83,875.0,875.0,875.0,875.0,222.83,224.0,233.13,224.77,602.93,2890.0,911.8,3500.0,904.73,1.0,1.0,1.0,0.632,22.5,TARGETED_EAST_OCCUPANCY_COOL,3.7187
4,High Occupancy / Low Computer Load,0,365,3650.0,34,8,9,9,8,9.5,1.78,IDLE,59.55,LOW,IDLE,8.75,1.56,IDLE,58.28,LOW,IDLE,11.23,2.78,LIGHT,63.21,LOW,RUNNING,10.0,2.04,LIGHT,60.56,LOW,RUNNING,8.8,1.19,IDLE,57.78,LOW,IDLE,11.83,2.74,LIGHT,63.9,LOW,RUNNING,10.01,1.93,LIGHT,60.41,LOW,RUNNING,8.64,1.57,IDLE,58.16,LOW,IDLE,8.1,1.24,IDLE,56.98,LOW,IDLE,11.97,3.08,LIGHT,64.58,LOW,RUNNING,28.01,58.0,210.7,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.493,23.64,23.704,23.321,23.54,23.704,23.321,0.383,241.6,121.68,118.57,121.56,680.0,765.0,765.0,680.0,176.23,225.75,277.05,232.61,0.42,-13.92,-52.34,65.84,875.0,875.0,875.0,875.0,223.25,223.51,233.28,225.01,603.41,2890.0,911.64,3500.0,905.05,1.0,1.0,1.0,0.637,22.5,TARGETED_EAST_OCCUPANCY_COOL,3.7501
4,High Occupancy / Low Computer Load,0,366,3660.0,34,8,9,9,8,9.52,1.84,IDLE,59.66,LOW,IDLE,8.87,1.63,IDLE,58.53,LOW,IDLE,11.34,2.8,LIGHT,63.38,LOW,RUNNING,9.99,1.99,IDLE,60.47,LOW,IDLE,8.7,1.11,IDLE,57.54,LOW,IDLE,11.72,2.71,LIGHT,63.72,LOW,RUNNING,10.0,1.98,LIGHT,60.47,LOW,RUNNING,8.74,1.65,IDLE,58.4,LOW,IDLE,8.22,1.27,IDLE,57.18,LOW,IDLE,12.0,3.05,LIGHT,64.58,LOW,RUNNING,28.02,58.0,210.8,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.498,23.645,23.709,23.326,23.544,23.709,23.326,0.383,242.04,121.26,118.87,121.76,680.0,765.0,765.0,680.0,176.38,225.92,277.24,232.78,0.42,-13.92,-52.33,65.83,875.0,875.0,875.0,875.0,223.84,223.26,233.78,225.37,603.93,2890.0,912.32,3500.0,906.25,1.0,1.0,1.0,0.642,22.5,TARGETED_EAST_OCCUPANCY_COOL,3.7818
4,High Occupancy / Low Computer Load,0,367,3670.0,34,8,9,9,8,9.58,1.91,IDLE,59.84,LOW,IDLE,8.99,1.69,IDLE,58.77,LOW,IDLE,11.42,2.8,LIGHT,63.47,LOW,RUNNING,9.96,1.93,IDLE,60.34,LOW,IDLE,8.58,1.04,IDLE,57.29,LOW,IDLE,11.63,2.7,LIGHT,63.59,LOW,RUNNING,10.02,2.03,LIGHT,60.57,LOW,RUNNING,8.86,1.72,IDLE,58.66,LOW,IDLE,8.32,1.3,IDLE,57.35,LOW,IDLE,12.0,3.0,LIGHT,64.5,LOW,RUNNING,28.02,58.0,211.0,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.503,23.65,23.714,23.331,23.549,23.714,23.331,0.383,242.42,120.88,119.23,121.85,680.0,765.0,765.0,680.0,176.34,225.94,277.31,232.8,0.41,-13.91,-52.33,65.83,875.0,875.0,875.0,875.0,224.17,222.91,234.21,225.48,604.38,2890.0,912.39,3500.0,906.77,1.0,1.0,1.0,0.647,22.5,TARGETED_EAST_OCCUPANCY_COOL,3.8136
4,High Occupancy / Low Computer Load,0,368,3680.0,34,8,9,9,8,9.66,1.98,IDLE,60.05,LOW,IDLE,9.12,1.74,IDLE,59.01,LOW,IDLE,11.47,2.78,LIGHT,63.51,LOW,RUNNING,9.89,1.86,IDLE,60.15,LOW,IDLE,8.45,0.98,IDLE,57.03,LOW,IDLE,11.55,2.71,LIGHT,63.5,LOW,RUNNING,10.07,2.1,LIGHT,60.74,LOW,RUNNING,8.98,1.78,IDLE,58.9,LOW,IDLE,8.41,1.3,IDLE,57.46,LOW,IDLE,11.96,2.94,LIGHT,64.36,LOW,RUNNING,28.02,58.0,211.1,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.508,23.655,23.719,23.336,23.555,23.719,23.336,0.383,242.72,120.53,119.64,121.82,680.0,765.0,765.0,680.0,176.28,225.9,277.29,232.75,0.41,-13.91,-52.33,65.83,875.0,875.0,875.0,875.0,224.41,222.52,234.6,225.4,604.71,2890.0,912.22,3500.0,906.93,1.0,1.0,1.0,0.652,22.5,OPPOSING_ZONE_COMPENSATE,3.8455
4,High Occupancy / Low Computer Load,0,369,3690.0,34,8,9,9,8,9.76,2.06,IDLE,60.29,LOW,IDLE,9.24,1.78,IDLE,59.22,LOW,IDLE,11.5,2.74,LIGHT,63.48,LOW,RUNNING,9.8,1.78,IDLE,59.92,LOW,IDLE,8.33,0.94,IDLE,56.82,LOW,IDLE,11.51,2.73,LIGHT,63.48,LOW,RUNNING,10.14,2.17,LIGHT,60.93,LOW,RUNNING,9.1,1.84,IDLE,59.13,LOW,IDLE,8.47,1.28,IDLE,57.51,LOW,IDLE,11.9,2.87,LIGHT,64.18,LOW,RUNNING,28.02,58.0,211.2,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.513,23.66,23.724,23.341,23.559,23.724,23.341,0.383,242.91,120.3,120.06,121.69,680.0,765.0,765.0,680.0,176.21,225.85,277.27,232.71,0.42,-13.92,-52.34,65.84,875.0,875.0,875.0,875.0,224.54,222.23,234.99,225.24,604.96,2890.0,912.04,3500.0,907.0,1.0,1.0,1.0,0.657,22.5,MAX_UNIFORM_COOL,3.8777
4,High Occupancy / Low Computer Load,0,370,3700.0,34,8,9,9,8,9.87,2.13,IDLE,60.53,LOW,IDLE,9.34,1.8,IDLE,59.38,LOW,IDLE,11.49,2.69,LIGHT,63.4,LOW,RUNNING,9.69,1.71,IDLE,59.68,LOW,IDLE,8.22,0.91,IDLE,56.64,LOW,IDLE,11.5,2.78,LIGHT,63.55,LOW,RUNNING,10.24,2.25,LIGHT,61.17,LOW,RUNNING,9.22,1.88,IDLE,59.34,LOW,IDLE,8.5,1.25,IDLE,57.5,LOW,IDLE,11.81,2.79,LIGHT,63.95,LOW,RUNNING,28.03,58.0,211.4,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.518,23.665,23.729,23.346,23.564,23.729,23.346,0.383,242.99,120.19,120.51,121.45,680.0,765.0,765.0,680.0,176.39,226.08,277.55,232.93,0.41,-13.91,-52.33,65.83,875.0,875.0,875.0,875.0,224.79,222.36,235.73,225.21,605.14,2890.0,912.95,3500.0,908.09,1.0,1.0,1.0,0.662,22.5,MAX_UNIFORM_COOL,3.9102
4,High Occupancy / Low Computer Load,0,371,3710.0,34,8,9,9,8,10.0,2.19,LIGHT,60.78,LOW,RUNNING,9.42,1.8,IDLE,59.48,LOW,IDLE,11.46,2.63,LIGHT,63.27,LOW,RUNNING,9.57,1.64,IDLE,59.42,LOW,IDLE,8.12,0.9,IDLE,56.5,LOW,IDLE,11.52,2.83,LIGHT,63.64,LOW,RUNNING,10.36,2.32,LIGHT,61.43,LOW,RUNNING,9.33,1.9,IDLE,59.51,LOW,IDLE,8.5,1.2,IDLE,57.42,LOW,IDLE,11.71,2.72,LIGHT,63.72,LOW,RUNNING,28.03,58.0,211.5,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.523,23.67,23.734,23.351,23.57,23.734,23.351,0.383,242.95,120.14,120.94,121.14,680.0,765.0,765.0,680.0,176.32,226.04,277.53,232.9,0.41,-13.91,-52.33,65.83,875.0,875.0,875.0,875.0,224.68,222.27,236.14,224.87,605.17,2890.0,912.79,3500.0,907.96,1.0,1.0,1.0,0.666,22.5,MAX_UNIFORM_COOL,3.9427
4,High Occupancy / Low Computer Load,0,372,3720.0,34,8,9,9,8,10.12,2.24,LIGHT,61.01,LOW,RUNNING,9.47,1.78,IDLE,59.51,LOW,IDLE,11.39,2.56,LIGHT,63.08,LOW,RUNNING,9.45,1.58,IDLE,59.18,LOW,IDLE,8.05,0.91,IDLE,56.43,LOW,IDLE,11.57,2.9,LIGHT,63.81,LOW,RUNNING,10.48,2.38,LIGHT,61.67,LOW,RUNNING,9.41,1.9,IDLE,59.61,LOW,IDLE,8.46,1.14,IDLE,57.29,LOW,IDLE,11.59,2.65,LIGHT,63.46,LOW,RUNNING,28.03,58.0,211.7,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.528,23.675,23.739,23.356,23.575,23.739,23.356,0.383,242.78,120.24,121.28,120.75,680.0,765.0,765.0,680.0,176.29,226.05,277.6,232.91,0.42,-13.92,-52.34,65.84,875.0,875.0,875.0,875.0,224.49,222.37,236.54,224.5,605.05,2890.0,912.85,3500.0,907.9,1.0,1.0,1.0,0.671,22.5,MAX_UNIFORM_COOL,3.9754
4,High Occupancy / Low Computer Load,0,373,3730.0,34,8,9,9,8,10.24,2.28,LIGHT,61.22,LOW,RUNNING,9.5,1.74,IDLE,59.48,LOW,IDLE,11.3,2.48,LIGHT,62.84,LOW,RUNNING,9.33,1.54,IDLE,58.97,LOW,IDLE,8.01,0.93,IDLE,56.41,LOW,IDLE,11.65,2.97,LIGHT,64.02,LOW,RUNNING,10.61,2.44,LIGHT,61.92,LOW,RUNNING,9.47,1.88,IDLE,59.66,LOW,IDLE,8.4,1.07,IDLE,57.1,LOW,IDLE,11.46,2.59,LIGHT,63.21,LOW,RUNNING,28.04,58.0,211.8,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.533,23.68,23.744,23.361,23.579,23.744,23.361,0.383,242.51,120.43,121.58,120.31,680.0,765.0,765.0,680.0,176.43,226.23,277.79,233.09,0.42,-13.92,-52.33,65.83,875.0,875.0,875.0,875.0,224.36,222.74,237.04,224.23,604.83,2890.0,913.54,3500.0,908.37,1.0,1.0,1.0,0.676,22.5,MAX_UNIFORM_COOL,4.0084
4,High Occupancy / Low Computer Load,0,374,3740.0,34,8,9,9,8,10.34,2.3,LIGHT,61.38,LOW,RUNNING,9.49,1.69,IDLE,59.4,LOW,IDLE,11.19,2.41,LIGHT,62.6,LOW,RUNNING,9.21,1.51,IDLE,58.78,LOW,IDLE,8.0,0.98,IDLE,56.47,LOW,IDLE,11.75,3.05,LIGHT,64.26,LOW,RUNNING,10.72,2.48,LIGHT,62.12,LOW,RUNNING,9.5,1.85,IDLE,59.65,LOW,IDLE,8.31,0.99,IDLE,56.87,LOW,IDLE,11.34,2.54,LIGHT,62.98,LOW,RUNNING,28.04,58.0,211.9,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.538,23.685,23.749,23.366,23.584,23.749,23.366,0.383,242.16,120.73,121.77,119.85,680.0,765.0,765.0,680.0,176.36,226.18,277.77,233.04,0.41,-13.91,-52.33,65.83,875.0,875.0,875.0,875.0,223.93,223.0,237.21,223.72,604.51,2890.0,913.35,3500.0,907.86,1.0,1.0,1.0,0.681,22.5,MAX_UNIFORM_COOL,4.0414
4,High Occupancy / Low Computer Load,0,375,3750.0,34,8,9,9,8,10.42,2.3,LIGHT,61.48,LOW,RUNNING,9.45,1.63,IDLE,59.26,LOW,IDLE,11.07,2.34,LIGHT,62.35,LOW,RUNNING,9.12,1.5,IDLE,58.65,LOW,IDLE,8.02,1.03,IDLE,56.57,LOW,IDLE,11.86,3.12,LIGHT,64.51,LOW,RUNNING,10.83,2.5,LIGHT,62.29,LOW,RUNNING,9.49,1.8,IDLE,59.56,LOW,IDLE,8.21,0.92,IDLE,56.64,LOW,IDLE,11.23,2.51,LIGHT,62.8,LOW,RUNNING,28.04,58.0,212.1,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.543,23.69,23.754,23.371,23.59,23.754,23.371,0.383,241.74,121.08,121.85,119.44,680.0,765.0,765.0,680.0,176.33,226.19,277.85,233.05,0.41,-13.91,-52.33,65.83,875.0,875.0,875.0,875.0,223.48,223.36,237.37,223.32,604.11,2890.0,913.42,3500.0,907.53,1.0,1.0,1.0,0.686,22.5,MAX_UNIFORM_COOL,4.0745
4,High Occupancy / Low Computer Load,0,376,3760.0,34,8,9,9,8,10.47,2.28,LIGHT,61.51,LOW,RUNNING,9.39,1.56,IDLE,59.08,LOW,IDLE,10.95,2.28,LIGHT,62.11,LOW,RUNNING,9.05,1.51,IDLE,58.58,LOW,IDLE,8.07,1.1,IDLE,56.74,LOW,IDLE,11.98,3.19,LIGHT,64.76,LOW,RUNNING,10.91,2.5,LIGHT,62.39,LOW,RUNNING,9.46,1.74,IDLE,59.44,LOW,IDLE,8.09,0.85,IDLE,56.39,LOW,IDLE,11.13,2.5,LIGHT,62.66,LOW,RUNNING,28.04,58.0,212.2,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.548,23.695,23.759,23.376,23.595,23.759,23.376,0.383,241.28,121.5,121.83,119.05,680.0,765.0,765.0,680.0,176.27,226.14,277.82,233.0,0.42,-13.92,-52.34,65.84,875.0,875.0,875.0,875.0,222.97,223.72,237.31,222.89,603.66,2890.0,913.23,3500.0,906.89,1.0,1.0,1.0,0.691,22.5,MAX_UNIFORM_COOL,4.1078
4,High Occupancy / Low Computer Load,0,377,3770.0,34,8,9,9,8,10.5,2.24,LIGHT,61.48,LOW,RUNNING,9.3,1.48,IDLE,58.84,LOW,IDLE,10.82,2.24,LIGHT,61.88,LOW,RUNNING,9.01,1.54,IDLE,58.57,LOW,IDLE,8.15,1.18,IDLE,56.96,LOW,IDLE,12.11,3.24,LIGHT,65.0,LOW,RUNNING,10.97,2.48,LIGHT,62.43,LOW,RUNNING,9.4,1.67,IDLE,59.26,LOW,IDLE,7.96,0.79,IDLE,56.14,LOW,IDLE,11.06,2.51,LIGHT,62.59,LOW,RUNNING,28.05,58.0,212.4,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.553,23.7,23.764,23.381,23.599,23.764,23.381,0.383,240.77,121.96,121.69,118.73,680.0,765.0,765.0,680.0,176.44,226.38,278.11,233.24,0.42,-13.92,-52.33,65.83,875.0,875.0,875.0,875.0,222.63,224.42,237.47,222.8,603.15,2890.0,914.17,3500.0,907.32,1.0,1.0,1.0,0.695,22.5,MAX_UNIFORM_COOL,4.1414
4,High Occupancy / Low Computer Load,0,378,3780.0,34,8,9,9,8,10.49,2.19,LIGHT,61.4,LOW,RUNNING,9.19,1.41,IDLE,58.6,LOW,IDLE,10.71,2.21,LIGHT,61.7,LOW,RUNNING,9.0,1.58,IDLE,58.62,LOW,IDLE,8.25,1.25,IDLE,57.19,LOW,IDLE,12.23,3.28,LIGHT,65.21,LOW,RUNNING,11.0,2.45,LIGHT,62.42,LOW,RUNNING,9.31,1.59,IDLE,59.02,LOW,IDLE,7.84,0.74,IDLE,55.91,LOW,IDLE,11.01,2.53,LIGHT,62.56,LOW,RUNNING,28.05,58.0,212.5,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.558,23.705,23.769,23.386,23.604,23.769,23.386,0.383,240.32,122.4,121.44,118.47,680.0,765.0,765.0,680.0,176.38,226.34,278.09,233.19,0.41,-13.91,-52.33,65.83,875.0,875.0,875.0,875.0,222.11,224.83,237.2,222.49,602.63,2890.0,914.0,3500.0,906.63,1.0,1.0,1.0,0.7,22.5,MAX_UNIFORM_COOL,4.1749
4,High Occupancy / Low Computer Load,0,379,3790.0,34,8,9,9,8,10.45,2.13,LIGHT,61.26,LOW,RUNNING,9.07,1.34,IDLE,58.35,LOW,IDLE,10.62,2.2,LIGHT,61.57,LOW,RUNNING,9.02,1.64,IDLE,58.73,LOW,IDLE,8.36,1.32,IDLE,57.43,LOW,IDLE,12.33,3.3,LIGHT,65.36,LOW,RUNNING,10.99,2.4,LIGHT,62.34,LOW,RUNNING,9.2,1.52,IDLE,58.78,LOW,IDLE,7.73,0.71,IDLE,55.73,LOW,IDLE,11.0,2.57,LIGHT,62.6,LOW,RUNNING,28.05,58.0,212.6,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.563,23.71,23.774,23.391,23.61,23.774,23.391,0.383,239.91,122.79,121.12,118.33,680.0,765.0,765.0,680.0,176.3,226.3,278.06,233.16,0.41,-13.91,-52.33,65.83,875.0,875.0,875.0,875.0,221.62,225.18,236.85,222.32,602.15,2890.0,913.82,3500.0,905.97,1.0,1.0,1.0,0.705,22.5,MAX_UNIFORM_COOL,4.2085
4,High Occupancy / Low Computer Load,0,380,3800.0,34,8,9,9,8,10.39,2.06,LIGHT,61.08,LOW,RUNNING,8.94,1.28,IDLE,58.09,LOW,IDLE,10.55,2.21,LIGHT,61.5,LOW,RUNNING,9.07,1.7,IDLE,58.89,LOW,IDLE,8.49,1.39,IDLE,57.7,LOW,IDLE,12.41,3.3,LIGHT,65.46,LOW,RUNNING,10.96,2.34,LIGHT,62.21,LOW,RUNNING,9.08,1.45,IDLE,58.52,LOW,IDLE,7.63,0.7,IDLE,55.59,LOW,IDLE,11.02,2.63,LIGHT,62.72,LOW,RUNNING,28.06,58.0,212.8,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.568,23.715,23.779,23.396,23.614,23.779,23.396,0.383,239.56,123.16,120.73,118.31,680.0,765.0,765.0,680.0,176.49,226.52,278.35,233.38,0.42,-13.92,-52.34,65.84,875.0,875.0,875.0,875.0,221.47,225.76,236.74,222.53,601.76,2890.0,914.74,3500.0,906.5,1.0,1.0,1.0,0.71,22.5,MAX_UNIFORM_COOL,4.2426
4,High Occupancy / Low Computer Load,0,381,3810.0,34,8,9,9,8,10.3,1.98,LIGHT,60.84,LOW,RUNNING,8.82,1.24,IDLE,57.88,LOW,IDLE,10.51,2.24,LIGHT,61.5,LOW,RUNNING,9.15,1.78,IDLE,59.11,LOW,IDLE,8.61,1.44,IDLE,57.92,LOW,IDLE,12.47,3.28,LIGHT,65.51,LOW,RUNNING,10.9,2.26,LIGHT,62.02,LOW,RUNNING,8.96,1.39,IDLE,58.29,LOW,IDLE,7.56,0.71,IDLE,55.52,LOW,IDLE,11.06,2.69,LIGHT,62.86,LOW,RUNNING,28.06,58.0,212.9,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.573,23.72,23.784,23.401,23.619,23.784,23.401,0.383,239.33,123.43,120.31,118.38,680.0,765.0,765.0,680.0,176.42,226.48,278.33,233.34,0.41,-13.91,-52.33,65.83,875.0,875.0,875.0,875.0,221.16,226.0,236.31,222.55,601.45,2890.0,914.57,3500.0,906.02,1.0,1.0,1.0,0.716,22.5,MAX_UNIFORM_COOL,4.2765
4,High Occupancy / Low Computer Load,0,382,3820.0,34,8,9,9,8,10.19,1.91,LIGHT,60.6,LOW,RUNNING,8.71,1.21,IDLE,57.7,LOW,IDLE,10.5,2.28,LIGHT,61.55,LOW,RUNNING,9.25,1.85,IDLE,59.34,LOW,IDLE,8.73,1.48,IDLE,58.13,LOW,IDLE,12.5,3.25,LIGHT,65.5,LOW,RUNNING,10.81,2.19,LIGHT,61.8,LOW,RUNNING,8.84,1.34,IDLE,58.06,LOW,IDLE,7.51,0.73,IDLE,55.48,LOW,IDLE,11.14,2.77,LIGHT,63.08,LOW,RUNNING,28.06,58.0,213.1,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.578,23.725,23.789,23.406,23.625,23.789,23.406,0.383,239.19,123.63,119.86,118.56,680.0,765.0,765.0,680.0,176.38,226.5,278.39,233.36,0.41,-13.91,-52.33,65.83,875.0,875.0,875.0,875.0,220.98,226.22,235.92,222.75,601.24,2890.0,914.63,3500.0,905.87,1.0,1.0,1.0,0.721,22.5,MAX_UNIFORM_COOL,4.3107
4,High Occupancy / Low Computer Load,0,383,3830.0,34,8,9,9,8,10.07,1.84,LIGHT,60.35,LOW,RUNNING,8.62,1.2,IDLE,57.57,LOW,IDLE,10.52,2.34,LIGHT,61.66,LOW,RUNNING,9.37,1.92,IDLE,59.59,LOW,IDLE,8.83,1.5,IDLE,58.29,LOW,IDLE,12.49,3.2,LIGHT,65.41,LOW,RUNNING,10.7,2.12,LIGHT,61.55,LOW,RUNNING,8.72,1.31,IDLE,57.87,LOW,IDLE,7.5,0.77,IDLE,55.53,LOW,IDLE,11.24,2.84,LIGHT,63.31,LOW,RUNNING,28.06,58.0,213.2,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,23.583,23.73,23.794,23.411,23.63,23.794,23.411,0.383,239.17,123.7,119.42,118.84,680.0,765.0,765.0,680.0,176.31,226.45,278.38,233.31,0.42,-13.92,-52.34,65.84,875.0,875.0,875.0,875.0,220.9,226.23,235.46,222.99,601.13,2890.0,914.45,3500.0,905.58,1.0,1.0,1.0,0.726,22.5,MAX_UNIFORM_COOL,4.3451
